NO,DATE,D,T1,T2,W1,W2,F1,F2,DW,TIME,DT,V,PM10,WS,WD,T,RH,Pb,Cd,Fe,Mn,Mg,Ni,Zn,Be,Ca,Cu,Note
89,06/09/2012,Thu,8:09,16:13,0.07214,0.07218,5,5,0.00004,8:04,484,2420,16.53,0.89,137,27.71,77.52,0.0000000,0.0000000,0.0031818,0.0000826,0.0002893,0.0004132,0.0031818,0.0000000,0.0051240,0.0002066,Raining heavily in the morning.
90,09/09/2012,Sun,8:01,16:18,0.07191,0.07196,5,5,0.00005,8:17,497,2485,20.12,1.40,119,29.45,69.02,0.0000000,0.0000000,0.0026962,0.0000805,0.0000000,0.0003622,0.0010060,0.0000000,0.0078068,0.0011670,
91,12/09/2012,Wed,8:12,16:29,0.06740,0.06751,5,5,0.00011,8:17,497,2485,44.27,3.23,183,28.86,73.06,0.0001610,0.0000000,0.0032998,0.0000805,0.0000000,0.0003219,0.0028974,0.0000000,0.0084105,0.0009256,
92,15/09/2012,Sat,8:05,16:11,0.06482,0.06488,5,5,0.00006,8:06,486,2430,24.69,1.23,154,28.78,74.90,0.0000000,0.0000000,0.0031276,0.0000823,0.0000000,0.0003292,0.0017284,0.0000000,0.0098354,0.0002469,
93,19/09/2012,Wed,8:05,16:13,0.06199,0.06207,5,5,0.00008,8:08,488,2440,32.79,0.40,121,28.28,75.43,0.0000000,0.0000000,0.0022541,0.0000410,0.0000000,0.0002869,0.0017623,0.0000000,0.0009426,0.0002459,
94,03/10/2012,Wed,8:07,16:20,0.06066,0.06073,5,5,0.00007,8:13,493,2465,28.40,0.87,123,30.01,72.10,0.0000000,0.0000000,0.0027992,0.0000811,0.0000000,0.0003245,0.0038945,0.0000000,0.0050710,0.0006897,Raining in the afternoon.
95,06/10/2012,Sat,8:02,16:12,0.06159,0.06170,5,5,0.00011,8:10,490,2450,44.90,0.40,193,28.60,74.11,0.0000000,0.0000000,0.0021633,0.0000408,0.0034286,0.0002857,0.0016735,0.0000000,0.0053469,0.0002041,Raining at 12 PM.
96,10/10/2012,Wed,8:03,16:16,0.05617,0.05622,5,5,0.00005,8:13,493,2465,20.28,1.67,188,30.55,59.90,0.0039351,0.0002028,0.0025152,0.0000811,0.0000000,0.0003245,0.0042191,0.0000000,0.0070994,0.0004057,
97,13/10/2012,Sat,8:12,16:12,0.05485,0.05491,5,5,0.00006,8:00,480,2400,25.00,1.56,114,28.69,77.58,0.0015417,0.0000833,0.0026667,0.0000833,0.0080833,0.0003333,0.0043750,0.0000000,0.0154167,0.0004167,Raining at 2 PM.
98,17/10/2012,Wed,8:14,16:14,0.05437,0.05446,5,5,0.00009,8:00,480,2400,37.50,0.39,137,30.21,67.38,0.0000000,0.0000000,0.0030000,0.0000833,0.0011250,0.0003333,0.0043333,0.0000000,0.0079583,0.0004167,
99,20/10/2012,Sat,8:11,16:25,0.07467,0.07476,5,5,0.00009,8:14,494,2470,36.44,2.14,128,29.61,73.11,0.0000000,0.0000000,0.0088259,0.0000810,0.0000000,0.0003644,0.0027935,0.0000000,0.0060729,0.0012551,
100,24/10/2012,Wed,8:08,16:11,0.08236,0.08246,5,5,0.00010,8:03,483,2415,41.41,2.60,153,28.55,78.89,0.0002070,0.0000000,0.0027329,0.0000828,0.0067495,0.0003727,0.0067495,0.0000000,0.0123810,0.0008696,
