NO,DATE,D,T1,T2,W1,W2,F1,F2,DW,TIME,DT,V,PM10,WS,WD,T,RH,Pb,Cd,Fe,Mn,Mg,Ni,Zn,Be,Ca,Cu,Note
33,20/12/11,Tue,7:57,15:58,0.06315,0.06320,5.0,5.0,0.000050,8:01,481,2405,20.79,1.7,286,25.5,75,0.0000,0.0001,0.0010,0.0000,0.0014,0.0000,0.0014,0.0000,0.0146,0.0000,Mostly cloudy.
34,31/12/11,Sat,8:13,16:13,0.06274,0.06278,5.0,5.0,0.000040,8:00,480,2400,16.67,NA,NA,NA,NA,0.0000,0.0000,0.0006,0.0000,0.0009,0.0000,0.0004,0.0000,0.0071,0.0000,
35,01/02/12,Wed,8:25,16:26,0.06609,0.06614,5.0,5.0,0.000050,8:01,481,2405,20.79,1.5,212,27.9,64,0.0000,0.0001,0.0008,0.0000,0.0022,0.0001,0.0005,0.0000,0.0458,0.0000,Clear skies
36,03/02/12,Fri,8:14,16:14,0.06592,0.06598,5.0,5.0,0.000060,8:00,480,2400,25.00,1.7,182,26.6,70,0.0000,0.0000,0.0000,0.0000,0.0002,0.0001,0.0003,0.0000,0.0075,0.0000,
37,08/02/12,Wed,8:10,16:10,0.06606,0.06625,5.0,5.0,0.000190,8:00,480,2400,79.17,1.5,156,28.9,62,0.0000,0.0000,0.0004,0.0000,0.0007,0.0000,0.0000,0.0000,0.0036,0.0000,
38,11/02/12,Sat,8:07,16:07,0.07289,0.07295,5.0,5.0,0.000060,8:00,480,2400,25.00,1.3,213,28.7,60,0.0000,0.0000,0.0015,0.0000,0.0009,0.0001,0.0028,0.0000,0.0125,0.0006,
39,15/02/12,Wed,8:09,16:09,0.07327,0.07338,5.0,5.0,0.000110,8:00,480,2400,45.83,1.4,190,27.6,69,0.0000,0.0000,0.0011,0.0000,0.0013,0.0001,0.0015,0.0000,0.0072,0.0001,
40,18/02/12,Sat,8:00,16:00,0.07236,0.07243,5.0,5.0,0.000070,8:00,480,2400,29.17,1.6,217,27.1,67,0.0000,0.0000,0.0019,0.0000,0.0004,0.0000,0.0012,0.0000,0.0058,0.0000,
41,22/02/12,Wed,8:23,16:23,0.05429,0.05436,5.0,5.0,0.000070,8:00,480,2400,29.17,1.5,214,27.7,69,0.0000,0.0000,0.0014,0.0000,0.0011,0.0000,0.0014,0.0000,0.0061,0.0001,
42,25/02/12,Sat,8:22,16:23,0.05459,0.05470,5.0,5.0,0.000110,8:01,481,2405,45.74,1.5,192,28.0,70,0.0000,0.0000,0.0020,0.0000,0.0010,0.0000,0.0030,0.0000,0.0099,0.0002,
43,29/02/12,Wed,8:28,16:28,0.05366,0.05393,5.0,5.0,0.000270,8:00,480,2400,112.50,1.4,167,26.6,74,0.0002,0.0002,0.0020,0.0001,0.0035,0.0001,0.0010,0.0000,0.0192,0.0000,
44,03/03/12,Sat,8:00,16:02,0.05337,0.05347,5.0,5.0,0.000100,8:02,482,2410,41.49,0.6,251,26.0,76,0.0000,0.0000,0.0017,0.0001,0.0077,0.0000,0.0034,0.0000,0.0357,0.0000,Cloudy and about to rain.
45,07/03/12,Wed,8:04,16:07,0.05465,0.05470,5.0,5.0,0.000050,8:03,483,2415,20.70,1.1,241,26.3,78,0.0000,0.0000,0.0010,0.0000,0.0018,0.0000,0.0008,0.0000,0.0147,0.0001,
46,14/03/12,Wed,8:14,16:14,0.05605,0.05624,5.0,5.0,0.000190,8:00,480,2400,79.17,1.4,223,27.3,69,0.0023,0.0003,0.0015,0.0001,0.0026,0.0000,0.0020,0.0000,0.0321,0.0001,
47,21/03/12,Wed,8:33,16:50,0.05666,0.05680,5.0,5.0,0.000145,8:17,497,2485,58.35,0.4,155,27.3,75,0.0000,0.0000,0.0034,0.0001,0.0049,0.0000,0.0027,0.0000,0.0351,0.0000,Rained at 11:00 am heavily
48,24/03/12,Sat,8:14,16:15,0.06107,0.06122,5.0,5.0,0.000153,8:01,481,2405,63.76,0.9,222,27.6,72,0.0019,0.0002,0.0058,0.0002,0.0075,0.0005,0.0087,0.0000,0.0462,0.0002,
49,28/03/12,Wed,8:20,16:20,0.06127,0.06134,5.0,5.0,0.000065,8:00,480,2400,27.08,2.3,218,26.5,72,0.0000,0.0000,0.0017,0.0001,0.0018,0.0000,0.0044,0.0000,0.0253,0.0002,
50,30/03/12,Fri,8:00,16:00,0.06190,0.06199,5.0,5.0,0.000085,8:00,480,2400,35.42,1.3,151,27.2,70,0.0000,0.0000,0.0025,0.0001,0.0020,0.0000,0.0030,0.0000,0.0198,0.0000,
51,04/04/12,Wed,8:17,16:20,0.06539,0.06546,5.0,5.0,0.000065,8:03,483,2415,26.92,1.4,187,26.7,76,0.0000,0.0000,0.0010,0.0001,0.0027,0.0000,0.0036,0.0000,0.0249,0.0000,
52,08/04/12,Sun,8:17,16:17,0.07188,0.07193,5.0,5.0,0.000052,8:00,480,2400,21.53,1.7,151,28.1,68,0.0000,0.0000,0.0007,0.0001,0.0018,0.0000,0.0035,0.0000,0.0159,0.0000,
53,11/04/12,Wed,7:57,15:57,0.07252,0.07263,5.0,5.0,0.000107,8:00,480,2400,44.44,1.5,195,27.7,72,0.0000,0.0000,0.0007,0.0001,0.0030,0.0001,0.0046,0.0000,0.0176,0.0000,
54,14/04/12,Sat,8:26,16:30,0.07341,0.07352,5.0,5.0,0.000117,8:04,484,2420,48.21,1.6,167,28.1,71,0.0000,0.0000,0.0007,0.0001,0.0029,0.0000,0.0036,0.0000,0.0105,0.0000,
55,18/04/12,Wed,8:38,16:40,0.05463,0.05467,5.0,5.0,0.000047,8:02,482,2410,19.36,1.3,170,28.7,67,0.0000,0.0000,0.0009,0.0001,0.0030,0.0000,0.0033,0.0000,0.0221,0.0000,
56,22/04/12,Sun,8:15,16:20,0.05451,0.05462,5.0,5.0,0.000112,8:05,485,2425,46.05,1.3,172,27.9,74,0.0000,0.0000,0.0008,0.0001,0.0028,0.0001,0.0048,0.0000,0.0235,0.0000,
57,25/04/12,Wed,8:30,16:32,0.05439,0.05463,5.0,5.0,0.000233,8:02,482,2410,96.82,1.3,219,27.8,71,0.0000,0.0000,0.0013,0.0000,0.0000,0.0001,0.0012,0.0000,0.0010,0.0001,Second ICP batch starts.
58,03/05/12,Thu,8:38,17:00,0.05461,0.05469,5.0,5.0,0.000077,8:22,502,2510,30.68,0.8,225,24.3,87,0.0000,0.0000,0.0014,0.0000,0.0101,0.0001,0.0006,0.0000,0.0091,0.0001,
59,06/05/12,Sun,8:43,16:52,0.07973,0.07981,5.0,5.0,0.000080,8:09,489,2445,32.72,NA,NA,NA,NA,0.0000,0.0000,0.0014,0.0000,0.0293,0.0002,0.0035,0.0000,0.0160,0.0002,
60,09/05/12,Wed,8:40,16:45,0.08250,0.08264,5.0,5.0,0.000138,8:05,485,2425,57.04,NA,NA,NA,NA,0.0000,0.0000,0.0014,0.0000,0.0883,0.0002,0.0018,0.0000,0.0305,0.0014,
61,13/05/12,Sun,8:50,17:05,0.08432,0.08445,5.0,5.0,0.000132,8:15,495,2475,53.20,0.4,337,28.9,65,0.0000,0.0000,0.0013,0.0000,0.0135,0.0004,0.0033,0.0000,0.0155,0.0015,
62,16/05/12,Wed,8:45,16:54,0.08039,0.08050,5.0,5.0,0.000103,8:09,489,2445,42.26,NA,NA,NA,NA,0.0000,0.0000,0.0016,0.0000,0.0000,0.0001,0.0045,0.0000,0.0061,0.0002,Rained intermittently throughout the day.
63,19/05/12,Sat,8:34,16:40,0.06549,0.06556,5.0,5.0,0.000070,8:06,486,2430,28.81,1.7,203,28.5,67,0.0018,0.0001,0.0012,0.0000,0.0399,0.0002,0.0018,0.0000,0.0198,0.0036,
64,24/05/12,Thu,8:35,16:48,0.07720,0.07731,5.0,5.0,0.000107,8:13,493,2465,43.27,1.0,163,27.0,74,0.0000,0.0000,0.0025,0.0000,0.0006,0.0002,0.0019,0.0000,0.0049,0.0024,
65,27/05/12,Sun,8:34,16:35,0.07839,0.07853,5.0,5.0,0.000140,8:01,481,2405,58.21,1.4,171,27.3,68,0.0002,0.0000,0.0016,0.0000,0.0020,0.0002,0.0040,0.0000,0.0153,0.0002,
66,31/05/12,Thu,8:40,16:40,0.07055,0.07064,5.0,5.0,0.000087,8:00,480,2400,36.11,1.0,212,26.5,79,0.0000,0.0000,0.0012,0.0000,0.0147,0.0002,0.0014,0.0000,0.0058,0.0006,Slighty hazy. Rained in the afternoon.
67,06/06/12,Wed,8:45,17:45,0.07221,0.07244,5.0,5.0,0.000232,9:00,540,2700,85.80,1.1,167,25.2,88,0.0000,0.0000,0.0021,0.0000,0.0000,0.0001,0.0025,0.0000,0.0024,0.0001,Rained heavily at 11 am
68,09/06/12,Sat,8:38,16:40,0.07078,0.07086,5.0,5.0,0.000080,8:02,482,2410,33.20,2.4,198,27.5,74,0.0000,0.0000,0.0015,0.0000,0.0000,0.0002,0.0028,0.0000,0.0026,0.0010,
69,14/06/12,Thu,8:40,16:40,0.06573,0.06587,5.0,5.0,0.000143,8:00,480,2400,59.72,1.4,204,28.6,67,0.0000,0.0000,0.0018,0.0000,0.0000,0.0001,0.0009,0.0000,0.0048,0.0015,"Haze episode started on 6/11/2012 due to riots in Myanmar, burning of houses etc. since Sunday. Progressively worse with day"
70,16/06/12,Sat,8:33,16:45,0.06065,0.06076,5.0,5.0,0.000115,8:12,492,2460,46.75,1.4,156,28.7,61,0.0000,0.0000,0.0023,0.0000,0.0000,0.0001,0.0028,0.0000,0.0027,0.0001,
71,20/06/12,Wed,7:54,15:56,0.06100,0.06117,5.0,5.0,0.000167,8:02,482,2410,69.16,2.0,178,28.0,69,0.0000,0.0000,0.0014,0.0000,0.0039,0.0002,0.0032,0.0000,0.0054,0.0003,
72,27/06/12,Wed,8:35,17:14,0.06526,0.06537,5.0,5.0,0.000103,8:39,519,2595,39.82,1.1,192,25.0,85,0.0000,0.0000,0.0013,0.0000,0.0038,0.0002,0.0012,0.0000,0.0039,0.0002,Rain in the afternoon
73,30/06/12,Sat,8:37,16:38,0.05509,0.05524,5.0,5.0,0.000150,8:01,481,2405,62.37,1.4,187,27.6,73,0.0000,0.0000,0.0016,0.0000,0.0229,0.0001,0.0013,0.0000,0.0108,0.0003,
74,04/07/12,Wed,9:07,17:21,0.05530,0.05543,5.0,5.0,0.000129,8:14,494,2470,52.09,0.7,177,24.9,81,0.0000,0.0000,0.0011,0.0000,0.0106,0.0002,0.0034,0.0000,0.0047,0.0001,Rain throughout the day
75,07/07/12,Sat,8:36,16:37,0.05966,0.05973,5.0,5.0,0.000068,8:01,481,2405,28.41,2.4,214,27.1,71,0.0000,0.0000,0.0015,0.0000,0.0584,0.0002,0.0010,0.0000,0.0232,0.0010,
76,11/07/12,Wed,9:10,17:13,0.05518,0.05525,5.0,5.0,0.000063,8:03,483,2415,26.23,0.3,158,23.9,90,0.0000,0.0000,0.0012,0.0000,0.0309,0.0002,0.0006,0.0000,0.0123,0.0045,Rain throughout the day
77,14/07/12,Sat,8:22,16:48,0.05507,0.05515,5.0,5.0,0.000080,8:26,506,2530,31.62,1.3,212,27.2,70,0.0000,0.0000,0.0012,0.0000,0.0102,0.0001,0.0023,0.0000,0.0140,0.0004,
78,19/07/12,Thu,8:23,16:51,0.05505,0.05513,5.0,5.0,0.000080,8:28,508,2540,31.36,1.6,153,26.0,76,0.0000,0.0000,0.0018,0.0000,0.0097,0.0002,0.0083,0.0000,0.0050,0.0004,Rained heavily at 3:00 p.m.
79,25/07/12,Wed,8:04,16:18,0.05433,0.05440,5.0,5.0,0.000070,8:14,494,2470,28.34,2.1,209,28.0,63,0.0000,0.0000,0.0016,0.0000,0.0348,0.0002,0.0019,0.0000,0.0150,0.0005,
80,28/07/12,Sat,9:00,17:47,0.07828,0.07841,5.0,5.0,0.000130,8:47,527,2635,49.34,2.4,174,28.0,65,0.0000,0.0000,0.0015,0.0000,0.0183,0.0002,0.0041,0.0000,0.0116,0.0002,Slightly hazy.
81,31/07/12,Tue,8:35,16:42,0.07137,0.07152,5.0,5.0,0.000150,8:07,487,2435,61.60,1.3,176,28.1,70,0.0000,0.0000,0.0019,0.0000,0.0008,0.0002,0.0015,0.0000,0.0077,0.0037,Slightly hazy.
82,05/08/12,Sun,8:34,16:58,0.07181,0.07188,5.0,5.0,0.000070,8:24,504,2520,27.78,1.2,186,26.8,77,0.0008,0.0001,0.0014,0.0000,0.0144,0.0002,0.0017,0.0000,0.0176,0.0006,
83,08/08/12,Wed,8:23,17:06,0.07152,0.07165,5.0,5.0,0.000130,8:43,523,2615,49.71,1.8,178,28.2,71,0.0000,0.0000,0.0015,0.0000,0.0449,0.0001,0.0036,0.0000,0.0181,0.0006,Slightly hazy
84,11/08/12,Sat,8:30,16:31,0.06070,0.06091,5.0,5.0,0.000210,8:01,481,2405,87.32,2.0,205,28.1,66,0.0000,0.0000,0.0013,0.0000,0.0026,0.0002,0.0015,0.0000,0.0155,0.0002,Slightly hazy
85,15/08/12,Wed,8:31,16:35,0.06504,0.06509,5.0,5.0,0.000050,8:04,484,2420,20.66,0.9,232,27.2,80,0.0000,0.0000,0.0015,0.0000,0.0179,0.0001,0.0011,0.0000,0.0099,0.0001,Rained briefly in the afternoon.
86,25/08/12,Sat,8:32,16:31,0.06035,0.06036,5.0,5.0,0.000010,7:59,479,2395,4.18,1.0,118,26.3,79,0.0000,0.0000,0.0019,0.0000,0.0349,0.0002,0.0028,0.0000,0.0153,0.0007,Drizzling in the morning.
87,29/08/12,Wed,9:05,17:12,0.06055,0.06063,5.0,5.0,0.000080,8:07,487,2435,32.85,1.4,176,27.2,73,0.0000,0.0000,0.0011,0.0000,0.0000,0.0001,0.0008,0.0000,0.0000,0.0000,
88,01/09/12,Sat,8:40,16:53,0.07427,0.07436,5.0,5.0,0.000090,8:13,493,2465,36.51,2.4,188,27.9,70,0.0000,0.0000,0.0013,0.0000,0.0153,0.0001,0.0019,0.0000,0.0088,0.0003,
89,06/09/12,Thu,8:57,17:20,0.07036,0.07039,5.0,5.0,0.000030,8:23,503,2515,11.93,0.8,149,25.2,85,0.0032,0.0002,0.0012,0.0000,0.0000,0.0002,0.0042,0.0000,0.0011,0.0006,Raining heavily in the morning.
90,09/09/12,Sun,8:28,16:45,0.06691,0.06696,5.0,5.0,0.000050,8:17,497,2485,20.12,1.0,173,27.2,83,0.0000,0.0000,0.0016,0.0000,0.0216,0.0002,0.0021,0.0000,0.0169,0.0034,
91,12/09/12,Wed,8:37,17:01,0.06594,0.06603,5.0,5.0,0.000090,8:24,504,2520,35.71,2.4,202,26.5,84,0.0008,0.0001,0.0012,0.0000,0.0006,0.0001,0.0015,0.0000,0.0015,0.0002,
92,15/09/12,Sat,8:30,16:39,0.06530,0.06538,5.0,5.0,0.000080,8:09,489,2445,32.72,1.1,173,27.3,85,0.0000,0.0000,0.0017,0.0000,0.0000,0.0002,0.0032,0.0000,0.0047,0.0012,
93,19/09/12,Wed,8:36,16:58,0.06218,0.06232,5.0,5.0,0.000140,8:22,502,2510,55.78,NA,NA,NA,NA,0.0000,0.0000,0.0013,0.0000,0.0175,0.0001,0.0012,0.0000,0.0079,0.0007,Convocation and drizzling in the afternoon.
94,03/10/12,Wed,8:41,16:41,0.05649,0.05654,5.0,5.0,0.000050,8:00,480,2400,20.83,NA,NA,NA,NA,0.0000,0.0000,0.0012,0.0000,0.0018,0.0001,0.0010,0.0000,0.0010,0.0007,Raining in the afternoon
95,06/10/12,Sat,8:54,16:54,0.06054,0.06061,5.0,5.0,0.000070,8:00,480,2400,29.17,NA,NA,NA,NA,0.0000,0.0000,0.0015,0.0000,0.0000,0.0002,0.0033,0.0000,0.0074,0.0002,
96,10/10/12,Wed,8:36,16:36,0.05618,0.05622,5.0,5.0,0.000040,8:00,480,2400,16.67,NA,NA,NA,NA,0.0000,0.0000,0.0011,0.0000,0.0000,0.0002,0.0008,0.0000,0.0006,0.0001,
97,13/10/12,Sat,8:31,16:31,0.05567,0.05573,5.0,5.0,0.000060,8:00,480,2400,25.00,NA,NA,NA,NA,0.0000,0.0000,0.0013,0.0000,0.0000,0.0001,0.0026,0.0000,0.0008,0.0001,
98,17/10/12,Wed,8:30,16:30,0.05465,0.05473,5.0,5.0,0.000080,8:00,480,2400,33.33,NA,NA,NA,NA,0.0000,0.0000,0.0013,0.0000,0.0000,0.0001,0.0046,0.0000,0.0020,0.0001,
99,20/10/12,Sat,8:35,16:37,0.05424,0.05426,5.0,5.0,0.000020,8:02,482,2410,8.30,NA,NA,NA,NA,0.0000,0.0000,0.0017,0.0000,0.0000,0.0001,0.0016,0.0000,0.0004,0.0002,
100,24/10/12,Wed,8:56,16:56,0.05501,0.05503,5.0,5.0,0.000020,8:00,480,2400,8.33,NA,NA,NA,NA,0.0000,0.0000,0.0016,0.0000,0.0036,0.0001,0.0018,0.0000,0.0090,0.0002,Cloudy
